,x,y
0,0.9666666666666668,-0.8833333333333334
1,1.0333333333333334,-0.8833333333333334
2,1.1,-0.8833333333333334
3,1.1666666666666667,-0.8833333333333334
4,1.1666666666666667,-0.9500000000000001
5,1.1666666666666667,-1.0166666666666668
6,1.1666666666666667,-1.0833333333333335
7,1.1,-1.0833333333333335
8,1.0333333333333334,-1.0833333333333335
9,0.9666666666666668,-1.0833333333333335
10,0.9666666666666668,-1.0166666666666668
11,0.9666666666666668,-0.9500000000000001
12,0.9666666666666668,-0.8833333333333334
